date,lgdp100,core_pce_ann,real_rate
2002-07-01,958.325701257726,2.12117486171161,-0.08316709363728991
2002-10-01,958.449229982124,1.42678842217594,-0.2674438147929201
2003-01-01,958.9744900587091,1.23328634962694,-0.46958004814074994
2003-04-01,959.8562131039961,1.51359380965006,-0.3015790939404601
2003-07-01,961.50573336259,1.81974237441468,-0.46217526757726013
2003-10-01,962.6597700673299,1.7936562851423,-0.57448879646419
2004-01-01,963.22482209122,2.19511785761737,-0.8082316874443101
2004-04-01,963.9967870831139,2.2786670185339,-0.99263407097434
2004-07-01,964.940910071632,1.42381540765644,-0.4609672357315999
2004-10-01,965.955949203745,2.16744195111762,-0.01933330494811014
2005-01-01,967.0592042566691,2.84150214215834,0.3569424597498698
2005-04-01,967.550619287531,1.97490834650676,0.92779464414606
2005-07-01,968.3313774576441,1.54584184860494,1.43588950168238
2005-10-01,968.885356694852,2.67026135525244,1.8592112750318601
2006-01-01,970.221770539623,2.31698106092472,2.4937379015576604
2006-04-01,970.4801891145131,3.16867287574703,2.67523122240025
2006-07-01,970.630032718521,2.14135195044602,2.88880263359587
2006-10-01,971.485810275063,1.7280708977928,3.12435024796078
2007-01-01,971.786194336776,2.74233282852049,3.0286240136948
2007-04-01,972.3960926282439,1.66575168108137,3.3973451458858204
2007-07-01,972.970465739174,1.95012476700944,3.2579824346393202
2007-10-01,973.5967372903939,2.76627464923992,2.3833037449763195
2008-01-01,973.169059731391,2.11526378182989,1.15324079102139
2008-04-01,973.762722324522,1.67318770923175,0.010697524065779618
2008-07-01,973.2360799442439,2.03249272886536,-0.15898145383966988
2008-10-01,971.022738670295,-0.310527945196126,-0.86128993822236
2009-01-01,969.881375534305,-0.00483585476744475,-0.66276862990381
2009-04-01,969.702564812542,1.56259657609517,-0.63726520072719
2009-07-01,970.053141967256,1.41048813540817,-0.505388173091562
2009-10-01,971.128255505181,2.49137657694281,-1.243165850861626
2010-01-01,971.6115865272491,1.36876653905451,-1.57291779964701
2010-04-01,972.5745215095101,1.07425802644547,-1.38993766349337
2010-07-01,973.34264878001,0.610927856385105,-1.1969310781667881
2010-10-01,973.866385144455,1.26388579150406,-0.890058381807098
2011-01-01,973.62889847085,1.7527355567936,-1.016596172546649
2011-04-01,974.303202217717,2.33508598908885,-1.3960216774792524
2011-07-01,974.280886992138,1.81518548522321,-1.7071600932242368
