date,core_pce_ann
2013-01-01,1.5592677351809
2013-04-01,1.12700533198987
2013-07-01,1.56611176028008
2013-10-01,1.72439229286759
2014-01-01,1.2672130511294
2014-04-01,1.73870797659155
2014-07-01,1.49472268090033
2014-10-01,1.08699372549527
2015-01-01,0.669583499179033
2015-04-01,1.77705851176589
2015-07-01,1.27952139621336
2015-10-01,1.00065819595476
2016-01-01,1.67182129329906
2016-04-01,2.18972587789473
2016-07-01,1.7243642415519
2016-10-01,1.38314462495894
2017-01-01,1.84162762549707
2017-04-01,1.34422527491346
2017-07-01,1.20270495282593
2017-10-01,1.78172778759668
2018-01-01,2.53736654015142
2018-04-01,2.14157022138349
2018-07-01,1.26622876769172
2018-10-01,1.86890105182159
2019-01-01,1.60141690349737
2019-04-01,1.6850942820547
2019-07-01,1.48015250470814
2019-10-01,1.40913210744848
2020-01-01,1.78828798560415
2020-04-01,-0.74548981132569
2020-07-01,2.95609491394831
2020-10-01,1.8047072285972
2021-01-01,3.40737960613626
2021-04-01,5.63793612263284
2021-07-01,4.70756230166741
2021-10-01,5.18127751678203
2022-01-01,5.94844772965724
2022-04-01,4.74589979870538
2022-07-01,4.9962983467605
2022-10-01,4.62725568028994
2023-01-01,4.60810837245975
2023-04-01,3.89307854039668
2023-07-01,2.32918249281711
2023-10-01,2.12562602571243
2024-01-01,3.92129078713433
2024-04-01,2.83590590956258
2024-07-01,2.3165007910071
2024-10-01,2.69280332257374
2025-01-01,3.20583672744636
2025-04-01,2.58168945764516
2025-07-01,2.82737580905863
2025-10-01,2.63319592690594
2026-01-01,4.25195723885246
