date,lgdp100,core_infl_ann,real_rate
2008-07-01,1477.49076544454,2.38116099297789,2.5068901879972003
2008-10-01,1475.75588037079,1.62384558953239,2.0859880105650896
2009-01-01,1472.65092556942,1.15437405121813,0.2564576825020799
2009-04-01,1472.6523976885699,0.565305645224391,-0.09622986565218983
2009-07-01,1473.01689735347,0.594437493250353,-0.09758642996954103
2009-10-01,1473.45662246807,0.80332499677906,-0.044654290166670996
2010-01-01,1473.8537464385302,1.05203615368037,-0.08102694746412109
2010-04-01,1474.79068470717,1.03324020630227,-0.17119363336264604
2010-07-01,1475.22930749049,1.57073495117427,-0.22380730706080298
2010-10-01,1475.82886386332,1.27776210895815,-0.1930718363714501
2011-01-01,1476.78107173288,1.73269584347525,-0.2863663374821701
2011-04-01,1476.76611802099,2.32061405385989,-0.27952382720533
2011-07-01,1476.78614043269,1.27033666223109,-0.05474119432359981
2011-10-01,1476.48440517664,2.41840226877945,-0.4078483076887298
2012-01-01,1476.24479832186,1.69684579552564,-0.8635625016520401
2012-04-01,1475.88599362838,1.99811390825979,-1.1395148165007378
2012-07-01,1475.75272001976,1.27079711238269,-1.4787152050728278
2012-10-01,1475.32186370861,2.22034751824814,-1.597829047869097
2013-01-01,1474.98812549881,1.32373320375526,-1.4888595822912492
2013-04-01,1475.64163805948,1.32157879938116,-1.3243741686377402
2013-07-01,1475.9405019841,1.0070666627976,-1.24133654029915
2013-10-01,1476.1516507419299,0.500338444084748,-0.794629863907502
2014-01-01,1476.6244258494798,1.01983145143559,-0.6624341225966961
2014-04-01,1476.8571569283702,0.244954152502372,-0.390371131690798
2014-07-01,1477.3465510194899,0.582631328649275,-0.419738365004565
2014-10-01,1477.72018529383,0.677911549781882,-0.5486502650857966
2015-01-01,1478.47084024006,0.891154389435986,-0.5528351367843422
2015-04-01,1478.89121854605,1.2533169559548,-0.8580513673888094
2015-07-01,1479.31528221679,0.933338862538102,-0.9669927996975357
2015-10-01,1479.81397869219,1.16599835879842,-1.1513502588743882
2016-01-01,1480.2786476254,0.325043985130602,-1.108565154838687
2016-04-01,1480.47464257887,0.881321558590444,-1.087901492700508
2016-07-01,1480.95496868545,1.07467220835828,-1.163626971636825
2016-10-01,1481.71625831885,0.98465776575934,-1.132748326919193
2017-01-01,1482.52057731379,1.41982301735552,-1.421952336025032
2017-04-01,1483.1825606799,1.24562175743959,-1.515137949919624
2017-07-01,1483.91055816588,1.23021712207275,-1.553717012443321
2017-10-01,1484.72382818185,0.94027001767207,-1.541853857245183
2018-01-01,1484.76371755615,1.47010397066277,-1.553847344876157
2018-04-01,1485.26814675063,1.51494798100493,-1.618101994672008
2018-07-01,1485.34389880615,1.06700507734277,-1.571522657027381
2018-10-01,1485.88403188058,0.900616539212961,-1.557356716307822
2019-01-01,1486.5974565711801,0.942674738419802,-1.418655782652972
2019-04-01,1486.95727680317,1.53153378604514,-1.431417735590933
2019-07-01,1487.14760134536,1.5429130078175,-1.6308463420416799
2019-10-01,1487.04544758573,1.35276434712576,-1.7501886763687389
